date,new_cases,total_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index
2020-12-21,869,51460,1013.714,722,24,17.429,1003.722,16.95,19.772,14.083,0.468,0.34,1.12,23804,3567423,69.582,0.464,37090,0.723,0.027,36.6,0,0,0,0,0,0,0,0,0,57.87
2020-12-22,1090,52550,1015.429,739,17,18.143,1024.982,21.26,19.806,14.414,0.332,0.354,1.1,53880,3621303,70.633,1.051,38631,0.753,0.026,38,0,0,0,0,0,0,0,0,0,61.57
2020-12-23,983,53533,1011.429,756,17,17.429,1044.156,19.173,19.728,14.746,0.332,0.34,1.09,52159,3673462,71.65,1.017,39925,0.779,0.025,39.5,0,0,0,0,0,0,0,0,0,67.13
2020-12-24,1237,54770,1036.429,773,17,18.286,1068.283,24.128,20.215,15.077,0.332,0.357,1.12,58215,3731677,72.786,1.135,41728,0.814,0.025,40.3,0,0,0,0,0,0,0,0,0,68.98
2020-12-25,1132,55902,1047.429,793,20,19.143,1090.363,22.08,20.43,15.467,0.39,0.373,1.09,50891,3782568,73.779,0.993,43342,0.845,0.024,41.4,0,0,0,0,0,0,0,0,0,68.98
2020-12-26,970,56872,1029.571,808,15,19.143,1109.282,18.92,20.082,15.76,0.293,0.373,1.05,29835,3812403,74.361,0.582,41770,0.815,0.025,40.6,0,0,0,0,0,0,0,0,0,68.98
2020-12-27,808,57680,1012.714,819,11,17.286,1125.042,15.76,19.753,15.975,0.215,0.337,1.03,27033,3839436,74.888,0.527,42260,0.824,0.024,41.7,0,0,0,0,0,0,0,0,0,68.98
2020-12-28,1045,58725,1037.857,859,40,19.571,1145.425,20.383,20.243,16.755,0.78,0.382,1.04,28993,3868429,75.453,0.566,43001,0.839,0.024,41.4,0,0,0,0,0,0,0,0,0,68.98
2020-12-29,1048,59773,1031.857,879,20,20,1165.866,20.441,20.126,17.145,0.39,0.39,0.99,58790,3927219,76.6,1.147,43702,0.852,0.024,42.4,0,0,0,0,0,0,0,0,0,68.98
2020-12-30,967,60740,1029.571,900,21,20.571,1184.727,18.861,20.082,17.554,0.41,0.401,0.95,60532,3987751,77.781,1.181,44898,0.876,0.023,43.6,0,0,0,0,0,0,0,0,0,68.98
2020-12-31,1029,61769,999.857,917,17,20.571,1204.798,20.071,19.502,17.886,0.332,0.401,0.92,55791,4043542,78.869,1.088,44552,0.869,0.022,44.6,0,0,0,0,0,0,0,0,0,68.98
2021-01-01,824,62593,955.857,942,25,21.286,1220.87,16.072,18.644,18.374,0.488,0.415,0.88,48849,4092391,79.822,0.953,44260,0.863,0.022,46.3,0,0,0,0,0,0,0,0,0,66.2
2021-01-02,651,63244,910.286,962,20,22,1233.568,12.698,17.755,18.764,0.39,0.429,0.88,31021,4123412,80.427,0.605,44430,0.867,0.02,48.8,0,0,0,0,0,0,0,0,0,67.59
2021-01-03,1020,64264,940.571,981,19,23.143,1253.463,19.895,18.346,19.134,0.371,0.451,0.96,30954,4154366,81.03,0.604,44990,0.878,0.021,47.8,0,0,0,0,0,0,0,0,0,67.59
2021-01-04,715,64979,893.429,1007,26,21.143,1267.409,13.946,17.426,19.641,0.507,0.412,0.9,31510,4185876,81.645,0.615,45350,0.885,0.02,50.8,0,0,0,0,0,0,0,0,0,67.59
2021-01-05,839,65818,863.571,1027,20,21.143,1283.773,16.365,16.844,20.032,0.39,0.412,0.86,59734,4245610,82.81,1.165,45484,0.887,0.019,52.7,0,0,0,0,0,0,0,0,0,67.59
2021-01-06,868,66686,849.429,1046,19,20.857,1300.703,16.93,16.568,20.402,0.371,0.407,0.83,67176,4312786,84.12,1.31,46434,0.906,0.018,54.7,0,0,0,0,0,0,0,0,0,67.59
2021-01-07,672,67358,798.429,1081,35,23.429,1313.811,13.107,15.573,21.085,0.683,0.457,0.77,65261,4378047,85.393,1.273,47786,0.932,0.017,59.9,0,0,0,0,0,0,0,0,0,63.89
2021-01-08,641,67999,772.286,1100,19,22.571,1326.313,12.503,15.063,21.455,0.371,0.44,0.76,61505,4439552,86.593,1.2,49594,0.967,0.016,64.2,0,0,0,0,0,0,0,0,0,63.89
2021-01-09,665,68664,774.286,1125,25,23.286,1339.284,12.971,15.102,21.943,0.488,0.454,0.77,64141,4503693,87.844,1.251,54326,1.06,0.014,70.2,0,0,0,0,0,0,0,0,0,63.89
2021-01-10,450,69114,692.857,1140,15,22.714,1348.061,8.777,13.514,22.236,0.293,0.443,0.74,28317,4532010,88.396,0.552,53949,1.052,0.013,77.9,0,0,0,0,0,0,0,0,0,63.89
2021-01-11,537,69651,667.429,1165,25,22.571,1358.535,10.474,13.018,22.723,0.488,0.44,0.75,29912,4561922,88.98,0.583,53721,1.048,0.012,80.5,0,0,0,0,0,0,0,0,0,63.89
2021-01-12,561,70212,627.714,1185,20,22.571,1369.478,10.942,12.244,23.113,0.39,0.44,0.72,65393,4627315,90.255,1.275,54529,1.064,0.012,86.9,0,0,0,0,0,0,0,0,0,63.89
2021-01-13,516,70728,577.429,1195,10,21.286,1379.542,10.065,11.263,23.308,0.195,0.415,0.71,62083,4689398,91.466,1.211,53802,1.049,0.011,93.2,0,0,0,0,0,0,0,0,0,63.89
2021-01-14,513,71241,554.714,1217,22,19.429,1389.548,10.006,10.82,23.737,0.429,0.379,0.74,66219,4755617,92.758,1.292,53939,1.052,0.01,97.2,0,0,0,0,0,0,0,0,0,63.89
2021-01-15,579,71820,545.857,1236,19,19.429,1400.842,11.293,10.647,24.108,0.371,0.379,0.79,60135,4815752,93.931,1.173,53743,1.048,0.01,98.5,0,0,0,0,0,0,0,0,0,63.89
2021-01-16,520,72340,525.143,1249,13,17.714,1410.984,10.143,10.243,24.362,0.254,0.346,0.79,60879,4876631,95.118,1.187,53277,1.039,0.01,101.5,0,0,0,0,0,0,0,0,0,63.89
2021-01-17,389,72729,516.429,1264,15,17.714,1418.571,7.587,10.073,24.654,0.293,0.346,0.76,25274,4901905,95.611,0.493,52842,1.031,0.01,102.3,0,0,0,0,0,0,0,0,0,63.89
2021-01-18,386,73115,494.857,1283,19,16.857,1426.1,7.529,9.652,25.025,0.371,0.329,0.73,27280,4929185,96.143,0.532,52466,1.023,0.009,106,0,0,0,0,0,0,0,0,0,63.89
2021-01-19,403,73518,472.286,1300,17,16.429,1433.961,7.86,9.212,25.356,0.332,0.32,0.69,56796,4985981,97.251,1.108,51238,0.999,0.009,108.5,0,0,0,0,0,0,0,0,0,63.89
2021-01-20,400,73918,455.714,1316,16,17.286,1441.763,7.802,8.889,25.668,0.312,0.337,0.69,58007,5043988,98.382,1.131,50656,0.988,0.009,111.2,0,0,0,0,0,0,0,0,0,63.89
2021-01-21,344,74262,431.571,1328,12,15.857,1448.472,6.71,8.418,25.902,0.234,0.309,0.72,52550,5096538,99.407,1.025,48703,0.95,0.009,112.9,0,0,0,0,0,0,0,0,0,63.89
2021-01-22,430,74692,410.286,1337,9,14.429,1456.86,8.387,8.003,26.078,0.176,0.281,0.8,52554,5149092,100.432,1.025,47620,0.929,0.009,116.1,0,0,0,0,0,0,0,0,0,63.89
2021-01-23,392,75084,392,1349,12,14.286,1464.505,7.646,7.646,26.312,0.234,0.279,0.87,43986,5193078,101.29,0.858,45207,0.882,0.009,115.3,0,0,0,0,0,0,0,0,0,63.89
2021-01-24,437,75521,398.857,1360,11,13.714,1473.029,8.524,7.78,26.527,0.215,0.267,0.94,25506,5218584,101.788,0.497,45240,0.882,0.009,113.4,0,0,0,0,0,0,0,0,0,63.89
2021-01-25,354,75875,394.286,1371,11,12.571,1479.934,6.905,7.691,26.741,0.215,0.245,0.94,22953,5241537,102.236,0.448,44622,0.87,0.009,113.2,0,0,0,0,0,0,0,0,0,63.89
2021-01-26,554,76429,415.857,1378,7,11.143,1490.74,10.806,8.111,26.878,0.137,0.217,0.98,42607,5284144,103.067,0.831,42595,0.831,0.01,102.4,0,0,0,0,0,0,0,0,0,63.89
2021-01-27,497,76926,429.714,1386,8,10,1500.434,9.694,8.382,27.034,0.156,0.195,0.96,46676,5330820,103.977,0.91,40976,0.799,0.01,95.4,0,0,0,0,0,0,0,0,0,63.89
2021-01-28,469,77395,447.571,1399,13,10.143,1509.581,9.148,8.73,27.287,0.254,0.198,0.95,51945,5382765,104.99,1.013,40890,0.798,0.011,91.4,0,0,0,0,0,0,0,0,0,63.89
2021-01-29,455,77850,451.143,1414,15,11,1518.456,8.875,8.799,27.58,0.293,0.215,0.92,43746,5426511,105.844,0.853,39631,0.773,0.011,87.8,0,0,0,0,0,0,0,0,0,63.89
2021-01-30,355,78205,445.857,1420,6,10.143,1525.38,6.924,8.696,27.697,0.117,0.198,0.88,44224,5470735,106.706,0.863,39665,0.774,0.011,89,0,0,0,0,0,0,0,0,0,63.89
2021-01-31,303,78508,426.714,1425,5,9.286,1531.29,5.91,8.323,27.794,0.098,0.181,0.87,20535,5491270,107.107,0.401,38955,0.76,0.011,91.3,0,0,0,0,0,0,0,0,0,63.89
2021-02-01,336,78844,424.143,1435,10,9.143,1537.844,6.554,8.273,27.99,0.195,0.178,0.9,21116,5512386,107.519,0.412,38693,0.755,0.011,91.2,0,0,0,0,0,0,0,0,0,63.89
2021-02-02,467,79311,411.714,1441,6,9,1546.953,9.109,8.03,28.107,0.117,0.176,0.92,44762,5557148,108.392,0.873,39001,0.761,0.011,94.7,0,0,0,0,0,0,0,0,0,63.89
2021-02-03,451,79762,405.143,1448,7,8.857,1555.749,8.797,7.902,28.243,0.137,0.173,0.91,60717,5617865,109.576,1.184,41006,0.8,0.01,101.2,0,0,0,0,0,0,0,0,0,63.89
2021-02-04,369,80131,390.857,1459,11,8.571,1562.947,7.197,7.624,28.458,0.215,0.167,0.9,64692,5682557,110.838,1.262,42827,0.835,0.009,109.6,0,0,0,0,0,0,0,0,0,63.89
2021-02-05,393,80524,382,1464,5,7.143,1570.612,7.665,7.451,28.555,0.098,0.139,0.91,57164,5739721,111.953,1.115,44744,0.873,0.009,117.1,0,0,0,0,0,0,0,0,0,63.89
2021-02-06,372,80896,384.429,1471,7,7.286,1577.868,7.256,7.498,28.692,0.137,0.142,0.92,,,,,43838,0.855,0.009,114,0,0,0,0,0,0,0,0,0,63.89
2021-02-07,289,81185,382.429,1474,3,7,1583.505,5.637,7.459,28.75,0.059,0.137,0.92,,,,,46315,0.903,0.008,121.1,0,0,0,0,0,0,0,0,0,63.89
2021-02-08,302,81487,377.571,1482,8,6.714,1589.395,5.89,7.364,28.906,0.156,0.131,0.94,,5853354,114.169,,48710,0.95,0.008,129,0,0,0,0,0,0,0,0,0,63.89
2021-02-09,443,81930,374.143,1486,4,6.429,1598.036,8.641,7.298,28.984,0.078,0.125,0.99,,,,,48746,0.951,0.008,130.3,0,0,0,0,0,0,0,0,0,63.89
2021-02-10,504,82434,381.714,1496,10,6.857,1607.866,9.83,7.445,29.179,0.195,0.134,1.02,,,,,46502,0.907,0.008,121.8,0,0,0,0,0,0,0,0,0,63.89
2021-02-11,403,82837,386.571,1507,11,6.857,1615.727,7.86,7.54,29.394,0.215,0.134,0.99,,5988394,116.803,,43691,0.852,0.009,113,0,0,0,0,0,0,0,0,0,63.89
2021-02-12,362,83199,382.143,1514,7,7.143,1622.788,7.061,7.454,29.53,0.137,0.139,0.97,24114,6012508,117.273,0.47,38970,0.76,0.01,102,0,0,0,0,0,0,0,0,0,63.89
2021-02-13,326,83525,375.571,1522,8,7.286,1629.146,6.359,7.325,29.686,0.156,0.142,1,,,,,37085,0.723,0.01,98.7,0,0,0,0,0,0,0,0,0,63.89
2021-02-14,344,83869,383.429,1527,5,7.571,1635.856,6.71,7.479,29.784,0.098,0.148,1.09,,6061886,118.236,,35201,0.687,0.011,91.8,0,0,0,0,0,0,0,0,0,63.89
2021-02-15,456,84325,405.429,1534,7,7.429,1644.75,8.894,7.908,29.921,0.137,0.145,1.2,20828,6082714,118.643,0.406,32766,0.639,0.012,80.8,0,0,0,0,0,0,0,0,0,63.89
2021-02-16,621,84946,430.857,1538,4,7.429,1656.863,12.113,8.404,29.999,0.078,0.145,1.26,53879,6136593,119.694,1.051,34032,0.664,0.013,79,0,0,0,0,0,0,0,0,0,63.89
2021-02-17,621,85567,447.571,1544,6,6.857,1668.975,12.113,8.73,30.116,0.117,0.134,1.24,51564,6188157,120.699,1.006,34968,0.682,0.013,78.1,0,0,0,0,0,0,0,0,0,63.89
2021-02-18,561,86128,470.143,1550,6,6.143,1679.918,10.942,9.17,30.233,0.117,0.12,1.15,44337,6232494,121.564,0.865,34871,0.68,0.013,74.2,0,0,0,0,0,0,0,0,0,63.89
2021-02-19,446,86574,482.143,1553,3,5.571,1688.617,8.699,9.404,30.291,0.059,0.109,1.04,42382,6274876,122.391,0.827,37481,0.731,0.013,77.7,0,0,0,0,0,0,0,0,0,63.89
2021-02-20,418,86992,495.286,1557,4,5,1696.77,8.153,9.66,30.369,0.078,0.098,0.98,39618,6314494,123.164,0.773,39614,0.773,0.013,80,0,0,0,0,0,0,0,0,0,63.89
2021-02-21,332,87324,493.571,1562,5,5,1703.245,6.476,9.627,30.467,0.098,0.098,0.93,23490,6337984,123.622,0.458,39443,0.769,0.013,79.9,0,0,0,0,0,0,0,0,0,63.89
2021-02-22,357,87681,479.429,1573,11,5.571,1710.209,6.963,9.351,30.681,0.215,0.109,0.91,18699,6356683,123.986,0.365,39138,0.763,0.012,81.6,0,0,0,0,0,0,0,0,0,63.89
2021-02-23,439,88120,453.429,1576,3,5.429,1718.771,8.563,8.844,30.74,0.059,0.106,0.89,41931,6398614,124.804,0.818,37432,0.73,0.012,82.6,0,0,0,0,0,0,0,0,0,63.89
2021-02-24,396,88516,421.286,1581,5,5.286,1726.495,7.724,8.217,30.837,0.098,0.103,0.88,37386,6436000,125.534,0.729,35406,0.691,0.012,84,0,0,0,0,0,0,0,0,0,63.89
2021-02-25,406,88922,399.143,1585,4,5,1734.414,7.919,7.785,30.915,0.078,0.098,0.9,46542,6482542,126.441,0.908,35721,0.697,0.011,89.5,0,0,0,,,0,0,0,,63.89
2021-02-26,399,89321,392.429,1595,10,6,1742.197,7.782,7.654,31.11,0.195,0.117,0.92,38582,6521124,127.194,0.753,35178,0.686,0.011,89.6,18489,18489,0,18489,18489,0.04,0.04,0,361,63.89
2021-02-27,355,89676,383.429,1603,8,6.571,1749.121,6.924,7.479,31.266,0.156,0.128,0.94,37102,6558226,127.918,0.724,34819,0.679,0.011,90.8,20322,20322,0,1833,10161,0.04,0.04,0,198,63.89
2021-02-28,355,90031,386.714,1605,2,6.143,1756.045,6.924,7.543,31.305,0.039,0.12,0.97,17891,6576117,128.266,0.349,34019,0.664,0.011,88,21177,21177,0,855,7059,0.04,0.04,0,138,63.89
2021-03-01,341,90372,384.429,1606,1,4.714,1762.696,6.651,7.498,31.325,0.02,0.092,0.96,15893,6592010,128.576,0.31,33618,0.656,0.011,87.4,,,0,,13576,,,0,265,58.33
2021-03-02,444,90816,385.143,1612,6,5.143,1771.356,8.66,7.512,31.442,0.117,0.1,0.97,16534,6608544,128.899,0.322,29990,0.585,0.013,77.9,87428,87428,0,,17486,0.17,0.17,0,341,58.33
2021-03-03,424,91240,389.143,1619,7,5.429,1779.627,8.27,7.59,31.578,0.137,0.106,0.97,41792,6650336,129.714,0.815,30619,0.597,0.013,78.7,154421,154421,0,66993,25737,0.3,0.3,0,502,58.33
2021-03-04,398,91638,388,1627,8,6,1787.39,7.763,7.568,31.734,0.156,0.117,0.98,41475,6691811,130.523,0.809,29896,0.583,0.013,77.1,225853,225853,0,71432,32265,0.44,0.44,0,629,58.33
2021-03-05,417,92055,390.571,1632,5,5.286,1795.523,8.134,7.618,31.832,0.098,0.103,1.01,33493,6725304,131.176,0.653,29169,0.569,0.013,74.7,296380,296380,0,70527,39699,0.58,0.58,0,774,58.33
2021-03-06,416,92471,399.286,1634,2,4.429,1803.637,8.114,7.788,31.871,0.039,0.086,1.04,31468,6756772,131.79,0.614,28364,0.553,0.014,71,314656,314656,0,18276,42048,0.61,0.61,0,820,58.33
2021-03-07,346,92817,398,1642,8,5.286,1810.386,6.749,7.763,32.027,0.156,0.103,1.06,19958,6776730,132.179,0.389,28659,0.559,0.014,72,316865,316865,0,2209,42241,0.62,0.62,0,824,58.33
2021-03-08,446,93263,413,1645,3,5.571,1819.085,8.699,8.056,32.086,0.059,0.109,1.1,17685,6794415,132.524,0.345,28915,0.564,0.014,70,383346,383346,0,66481,47006,0.75,0.75,0,917,58.33
2021-03-09,470,93733,416.714,1648,3,5.143,1828.252,9.167,8.128,32.144,0.059,0.1,1.07,,,,,31893,0.622,0.013,76.5,446941,446941,0,63595,51359,0.87,0.87,0,1002,58.33
2021-03-10,465,94198,422.571,1652,4,4.714,1837.322,9.07,8.242,32.222,0.078,0.092,1.07,,,,,31262,0.61,0.014,74,500635,500635,0,53694,49459,0.98,0.98,0,965,58.33
2021-03-11,488,94686,435.429,1662,10,5,1846.84,9.518,8.493,32.417,0.195,0.098,1.08,,,,,30677,0.598,0.014,70.5,546277,546277,0,45642,45775,1.07,1.07,0,893,58.33
2021-03-12,490,95176,445.857,1667,5,5,1856.398,9.557,8.696,32.515,0.098,0.098,1.08,,6943926,135.441,,31232,0.609,0.014,70,583658,583658,0,37381,41040,1.14,1.14,0,800,58.33
2021-03-13,459,95635,452,1669,2,5,1865.351,8.953,8.816,32.554,0.039,0.098,1.06,,,,,30042,0.586,0.015,66.5,587884,587884,0,4226,39033,1.15,1.15,0,761,58.33
2021-03-14,382,96017,457.143,1675,6,4.714,1872.801,7.451,8.917,32.671,0.117,0.092,1.03,,,,,30497,0.595,0.015,66.7,588958,588958,0,1074,38870,1.15,1.15,0,758,58.33
2021-03-15,363,96380,445.286,1678,3,4.714,1879.882,7.08,8.685,32.729,0.059,0.092,0.99,,7013350,136.795,,31276,0.61,0.014,70.2,602150,602150,0,13192,31258,1.17,1.17,0,610,58.33
2021-03-16,469,96849,445.143,1686,8,5.429,1889.03,9.148,8.682,32.885,0.156,0.106,0.98,,,,,31767,0.62,0.014,71.4,621734,621734,0,19584,24970,1.21,1.21,0,487,58.33
2021-03-17,445,97294,442.286,1688,2,5.143,1897.709,8.68,8.627,32.924,0.039,0.1,0.98,,,,,32258,0.629,0.014,72.9,641331,641331,0,19597,20099,1.25,1.25,0,392,58.33
2021-03-18,463,97757,438.714,1690,2,4,1906.74,9.031,8.557,32.963,0.039,0.078,1,,,,,32748,0.639,0.013,74.6,659475,659475,0,18144,16171,1.29,1.29,0,315,58.33
2021-03-19,452,98209,433.286,1693,3,3.714,1915.556,8.816,8.451,33.022,0.059,0.072,1.01,,7176600,139.979,,33239,0.648,0.013,76.7,675426,675426,0,15951,13110,1.32,1.32,0,256,58.33
2021-03-20,456,98665,432.857,1696,3,3.857,1924.45,8.894,8.443,33.08,0.059,0.075,1.03,,,,,33563,0.655,0.013,77.5,676900,676587,313,1474,12717,1.32,1.32,0,248,58.33
2021-03-21,410,99075,436.857,1697,1,3.143,1932.447,7.997,8.521,33.1,0.02,0.061,1.02,,,,,33888,0.661,0.013,77.6,677200,676607,593,300,12606,1.32,1.32,0,246,58.33
2021-03-22,346,99421,434.429,1704,7,3.714,1939.196,6.749,8.473,33.236,0.137,0.072,0.97,,7252832,141.466,,34212,0.667,0.013,78.8,681443,680560,883,4243,11328,1.33,1.33,0,221,58.33
2021-03-23,425,99846,428.143,1707,3,3,1947.486,8.29,8.351,33.295,0.059,0.059,0.96,47986,7300818,142.402,0.936,35236,0.687,0.012,82.3,705110,703612,1498,23667,11911,1.38,1.37,0,232,58.33
2021-03-24,430,100276,426,1709,2,3,1955.873,8.387,8.309,33.334,0.039,0.059,0.98,,,,,36410,0.71,0.012,85.5,735815,733124,2691,30705,13498,1.44,1.43,0.01,263,58.33
2021-03-25,494,100770,430.429,1716,7,3.714,1965.508,9.635,8.395,33.47,0.137,0.072,1.04,,7398876,144.314,,37584,0.733,0.011,87.3,771284,767451,3833,35469,15973,1.5,1.5,0.01,312,58.33
2021-03-26,505,101275,438,1721,5,4,1975.358,9.85,8.543,33.568,0.098,0.078,1.08,53118,7451994,145.35,1.036,39342,0.767,0.011,89.8,797506,792274,5232,26222,17440,1.56,1.55,0.01,340,58.33
2021-03-27,482,101757,441.714,1722,1,3.714,1984.76,9.401,8.616,33.587,0.02,0.072,1.08,45400,7497394,146.236,0.886,42198,0.823,0.01,95.5,799090,793858,5232,1584,17456,1.56,1.55,0.01,340,58.33
2021-03-28,384,102141,438,1726,4,4.143,1992.249,7.49,8.543,33.665,0.078,0.081,1.07,19597,7516991,146.618,0.382,41367,0.807,0.011,94.4,799198,793966,5232,108,17428,1.56,1.55,0.01,340,58.33
2021-03-29,441,102582,451.571,1729,3,3.571,2000.851,8.602,8.808,33.724,0.059,0.07,1.09,20402,7537393,147.016,0.398,40652,0.793,0.011,90,828599,822448,6151,29401,21022,1.62,1.6,0.01,410,58.33
2021-03-30,506,103088,463.143,1731,2,3.429,2010.721,9.869,9.034,33.763,0.039,0.067,1.08,48182,7585575,147.956,0.94,40680,0.793,0.011,87.8,860387,852202,8185,31788,22182,1.68,1.66,0.02,433,58.33
2021-03-31,551,103639,480.429,1735,4,3.714,2021.468,10.747,9.371,33.841,0.078,0.072,1.1,50923,7636498,148.949,0.993,40950,0.799,0.012,85.2,889546,876573,12973,29159,21962,1.74,1.71,0.03,428,58.33
