date,new_cases,total_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index
2021-04-01,555,104194,489.143,1737,2,3,2032.293,10.825,9.541,33.88,0.039,0.059,1.11,42146,7678644,149.771,0.822,39967,0.78,0.012,81.7,933924,914069,19855,44378,23234,1.82,1.78,0.04,453,58.33
2021-04-02,542,104736,494.429,1740,3,2.714,2042.865,10.572,9.644,33.939,0.059,0.053,1.12,38899,7717543,150.53,0.759,37936,0.74,0.013,76.7,979936,953556,26380,46012,26061,1.91,1.86,0.05,508,58.33
2021-04-03,543,105279,503.143,1744,4,3.143,2053.456,10.591,9.814,34.017,0.078,0.061,1.13,36770,7754313,151.247,0.717,36703,0.716,0.014,72.9,989381,962083,27298,9445,27184,1.93,1.88,0.05,530,58.33
2021-04-04,473,105752,515.857,1748,4,3.143,2062.682,9.226,10.062,34.095,0.078,0.061,1.14,15364,7769677,151.547,0.3,36098,0.704,0.014,70,990094,962730,27364,713,27271,1.93,1.88,0.05,532,58.33
2021-04-05,478,106230,521.143,1752,4,3.286,2072.005,9.323,10.165,34.173,0.078,0.064,1.15,18646,7788323,151.91,0.364,35847,0.699,0.015,68.8,1027561,999870,27691,37467,28423,2,1.95,0.05,554,58.33
2021-04-06,668,106898,544.286,1756,4,3.571,2085.034,13.029,10.616,34.251,0.078,0.07,1.18,53812,7842135,152.96,1.05,36651,0.715,0.015,67.3,1072480,1039066,33414,44919,30299,2.09,2.03,0.07,591,58.33
2021-04-07,700,107598,565.571,1758,2,3.286,2098.688,13.653,11.031,34.29,0.039,0.064,1.2,49390,7891525,153.923,0.963,36432,0.711,0.016,64.4,1118221,1075574,42647,45741,32668,2.18,2.1,0.08,637,58.33
2021-04-08,671,108269,582.143,1764,6,3.857,2111.775,13.088,11.355,34.407,0.117,0.075,1.18,42902,7934427,154.76,0.837,36540,0.713,0.016,62.8,1165802,1113666,52136,47581,33125,2.27,2.17,0.1,646,58.33
2021-04-09,676,108945,601.286,1765,1,3.571,2124.961,13.185,11.728,34.426,0.02,0.07,1.16,42774,7977201,155.594,0.834,37094,0.724,0.016,61.7,1207482,1148060,59422,41680,32507,2.36,2.24,0.12,634,58.33
2021-04-10,614,109559,611.429,1768,3,3.429,2136.937,11.976,11.926,34.485,0.059,0.067,1.14,39415,8016616,156.363,0.769,37472,0.731,0.016,61.3,1217460,1156950,60510,9978,32583,2.37,2.26,0.12,636,58.33
2021-04-11,587,110146,627.714,1770,2,3.143,2148.386,11.449,12.244,34.524,0.039,0.061,1.14,21007,8037623,156.773,0.41,38278,0.747,0.016,61,1217766,1157255,60511,306,32525,2.38,2.26,0.12,634,58.33
2021-04-12,542,110688,636.857,1775,5,3.286,2158.958,10.572,12.422,34.621,0.098,0.064,1.11,19912,8057535,157.161,0.388,38459,0.75,0.017,60.4,1255899,1195342,60557,38133,32620,2.45,2.33,0.12,636,58.33
2021-04-13,731,111419,645.857,1782,7,3.714,2173.216,14.258,12.597,34.758,0.137,0.072,1.09,57400,8114935,158.281,1.12,38971,0.76,0.017,60.3,1299632,1239065,60567,43733,32450,2.53,2.42,0.12,633,58.33
2021-04-14,698,112117,645.571,1788,6,4.286,2186.83,13.614,12.592,34.875,0.117,0.084,1.07,55826,8170761,159.37,1.089,39891,0.778,0.016,61.8,1346478,1285909,60569,46846,32608,2.63,2.51,0.12,636,58.33
2021-04-15,672,112789,645.714,1790,2,3.714,2199.938,13.107,12.595,34.914,0.039,0.072,1.05,50144,8220905,160.348,0.978,40925,0.798,0.016,63.4,1440224,1379653,60571,93746,39203,2.81,2.69,0.12,765,58.33
2021-04-16,655,113444,642.714,1794,4,4.143,2212.713,12.776,12.536,34.992,0.078,0.081,1.05,41544,8262449,161.158,0.81,40750,0.795,0.016,63.4,1543546,1482969,60577,103322,48009,3.01,2.89,0.12,936,58.33
2021-04-17,671,114115,650.857,1797,3,4.143,2225.801,13.088,12.695,35.05,0.059,0.081,1.06,,,,,39005,0.761,0.017,59.9,1573088,1512503,60585,29542,50804,3.07,2.95,0.12,991,58.33
2021-04-18,531,114646,642.857,1801,4,4.429,2236.158,10.357,12.539,35.128,0.078,0.086,1.05,,,,,39890,0.778,0.016,62.1,1577975,1517390,60585,4887,51458,3.08,2.96,0.12,1004,58.33
2021-04-19,549,115195,643.857,1802,1,3.857,2246.866,10.708,12.558,35.148,0.02,0.075,1.05,,8344058,162.75,,40932,0.798,0.016,63.6,1700076,1639490,60586,122101,63454,3.32,3.2,0.12,1238,58.33
2021-04-20,731,115926,643.857,1806,4,3.429,2261.124,14.258,12.558,35.226,0.078,0.067,1.06,47944,8392002,163.685,0.935,39581,0.772,0.016,61.5,1832004,1771407,60597,131928,76053,3.57,3.46,0.12,1483,58.33
2021-04-21,735,116661,649.143,1808,2,2.857,2275.46,14.336,12.661,35.265,0.039,0.056,1.08,38381,8430383,164.434,0.749,37089,0.723,0.018,57.1,1964389,1903767,60622,132385,88273,3.83,3.71,0.12,1722,58.33
2021-04-22,797,117458,667,1811,3,3,2291.006,15.545,13.01,35.323,0.059,0.059,1.1,39983,8470366,165.214,0.78,35637,0.695,0.019,53.4,2114700,2035549,79151,150311,96354,4.12,3.97,0.15,1879,58.33
2021-04-23,785,118243,685.571,1812,1,2.571,2306.317,15.311,13.372,35.343,0.02,0.05,1.07,43225,8513591,166.057,0.843,35877,0.7,0.019,52.3,2294259,2195492,98767,179559,107245,4.47,4.28,0.19,2092,58.33
2021-04-24,644,118887,681.714,1813,1,2.286,2318.878,12.561,13.297,35.362,0.02,0.045,1.02,41063,8554654,166.858,0.801,37857,0.738,0.018,55.5,2365177,2260639,104538,70918,113156,4.61,4.41,0.2,2207,58.33
2021-04-25,500,119387,677.286,1817,4,2.286,2328.631,9.752,13.21,35.44,0.078,0.045,0.98,22577,8577231,167.298,0.44,37197,0.726,0.018,54.9,2371793,2266888,104905,6616,113403,4.63,4.42,0.2,2212,58.33
2021-04-26,511,119898,671.857,1820,3,2.571,2338.598,9.967,13.105,35.499,0.059,0.05,0.98,17664,8594895,167.643,0.345,35834,0.699,0.019,53.3,2536478,2409975,126503,164685,119486,4.95,4.7,0.25,2331,58.33
2021-04-27,775,120673,678.143,1821,1,2.143,2353.714,15.116,13.227,35.518,0.02,0.042,0.99,50206,8645101,168.622,0.979,36157,0.705,0.019,53.3,2735051,2586769,148282,198573,129007,5.33,5.05,0.29,2516,58.33
2021-04-28,678,121351,670,1825,4,2.429,2366.938,13.224,13.068,35.596,0.078,0.047,0.97,44231,8689332,169.485,0.863,36993,0.722,0.018,55.2,2977515,2808794,168721,242464,144732,5.81,5.48,0.33,2823,58.33
2021-04-29,656,122007,649.857,1828,3,2.429,2379.734,12.795,12.675,35.655,0.059,0.047,0.95,36055,8725387,170.188,0.703,36432,0.711,0.018,56.1,3254738,3056004,198734,277223,162863,6.35,5.96,0.39,3177,58.33
2021-04-30,627,122634,627.286,1831,3,2.714,2391.963,12.23,12.235,35.713,0.059,0.053,0.94,40394,8765781,170.976,0.788,36027,0.703,0.017,57.4,3554402,3326003,228399,299664,180020,6.93,6.49,0.45,3511,58.33
2021-05-01,606,123240,621.857,1833,2,2.857,2403.783,11.82,12.129,35.752,0.039,0.056,0.96,32395,8798176,171.607,0.632,34789,0.679,0.018,55.9,3631292,3395104,236188,76890,180874,7.08,6.62,0.46,3528,58.33
2021-05-02,488,123728,620.143,1834,1,2.429,2413.302,9.518,12.096,35.772,0.02,0.047,0.96,13451,8811627,171.87,0.262,33485,0.653,0.019,54,3633353,3396864,236489,2061,180223,7.09,6.63,0.46,3515,58.33
2021-05-03,541,124269,624.429,1840,6,2.857,2423.854,10.552,12.179,35.889,0.117,0.056,0.96,14677,8826304,172.156,0.286,33058,0.645,0.019,52.9,3733940,3466908,267032,100587,171066,7.28,6.76,0.52,3337,52.78
2021-05-04,676,124945,610.286,1847,7,3.714,2437.039,13.185,11.904,36.026,0.137,0.072,0.93,52755,8879059,173.185,1.029,33423,0.652,0.018,54.8,3828206,3530014,298192,94266,156165,7.47,6.89,0.58,3046,52.78
2021-05-05,574,125519,595.429,1851,4,3.714,2448.235,11.196,11.614,36.104,0.078,0.072,0.9,36015,8915074,173.888,0.702,32249,0.629,0.018,54.2,3883829,3560324,323505,55623,129473,7.58,6.94,0.63,2525,52.78
2021-05-06,525,126044,576.714,1860,9,4.571,2458.475,10.24,11.249,36.279,0.176,0.089,0.91,18863,8933937,174.255,0.368,29793,0.581,0.019,51.7,4005806,3608616,397190,121977,107295,7.81,7.04,0.77,2093,50
2021-05-07,701,126745,587.286,1865,5,4.857,2472.148,13.673,11.455,36.377,0.098,0.095,0.97,38521,8972458,175.007,0.751,29525,0.576,0.02,50.3,4136581,3662587,473994,130775,83168,8.07,7.14,0.92,1622,50
2021-05-08,564,127309,581.286,1874,9,5.857,2483.149,11.001,11.338,36.552,0.176,0.114,0.98,38449,9010907,175.757,0.75,30390,0.593,0.019,52.3,4176221,3674682,501539,39640,77847,8.15,7.17,0.98,1518,50
2021-05-09,463,127772,577.714,1875,1,5.857,2492.179,9.031,11.268,36.572,0.02,0.114,0.98,13584,9024491,176.022,0.265,30409,0.593,0.019,52.6,4181003,3674729,506274,4782,78236,8.16,7.17,0.99,1526,50
2021-05-10,511,128283,573.429,1879,4,5.571,2502.146,9.967,11.185,36.65,0.078,0.109,1,14170,9038661,176.298,0.276,30337,0.592,0.019,52.9,4276579,3692566,584013,95576,77520,8.34,7.2,1.14,1512,50
2021-05-11,635,128918,567.571,1884,5,5.286,2514.532,12.386,11.07,36.747,0.098,0.103,1.02,40995,9079656,177.098,0.8,28657,0.559,0.02,50.5,4363470,3698657,664813,86891,76466,8.51,7.21,1.3,1491,50
2021-05-12,715,129633,587.714,1891,7,5.714,2528.478,13.946,11.463,36.884,0.137,0.111,1.07,37604,9117260,177.831,0.733,28884,0.563,0.02,49.1,4458730,3711023,747707,95260,82129,8.7,7.24,1.46,1602,50
2021-05-13,747,130380,619.429,1893,2,4.714,2543.048,14.57,12.082,36.923,0.039,0.092,1.09,36376,9153636,178.541,0.71,31386,0.612,0.02,50.7,4545683,3719983,825700,86953,77125,8.87,7.26,1.61,1504,50
2021-05-14,681,131061,616.571,1896,3,4.429,2556.331,13.283,12.026,36.981,0.059,0.086,1.06,32447,9186083,179.174,0.633,30518,0.595,0.02,49.5,4636641,3731221,905420,90958,71437,9.04,7.28,1.77,1393,50
2021-05-15,610,131671,623.143,1900,4,3.714,2568.229,11.898,12.154,37.059,0.078,0.072,1.05,33795,9219878,179.833,0.659,29853,0.582,0.021,47.9,4669153,3733796,935357,32512,70419,9.11,7.28,1.82,1374,50
2021-05-16,619,132290,645.429,1903,3,4,2580.302,12.074,12.589,37.118,0.059,0.078,1.06,15073,9234951,180.127,0.294,30066,0.586,0.021,46.6,4674151,3733806,940345,4998,70450,9.12,7.28,1.83,1374,50
2021-05-17,528,132818,647.857,1904,1,3.571,2590.601,10.299,12.636,37.137,0.02,0.07,1,16545,9251496,180.449,0.323,30405,0.593,0.021,46.9,4785576,3745934,1039642,111425,72714,9.33,7.31,2.03,1418,50
2021-05-18,653,133471,650.429,1912,8,4,2603.338,12.737,12.687,37.293,0.156,0.078,0.96,40095,9291591,181.232,0.782,30276,0.591,0.021,46.5,4939339,3759058,1180281,153763,82267,9.63,7.33,2.3,1605,50
2021-05-19,646,134117,640.571,1916,4,3.571,2615.938,12.6,12.494,37.371,0.078,0.07,0.94,32559,9324150,181.867,0.635,29556,0.576,0.022,46.1,5034150,3760940,1273210,94811,82203,9.82,7.34,2.48,1603,50
2021-05-20,561,134678,614,1922,6,4.143,2626.88,10.942,11.976,37.488,0.117,0.081,0.94,14335,9338485,182.146,0.28,26407,0.515,0.023,43,5255441,3772599,1482842,221291,101394,10.25,7.36,2.89,1978,50
2021-05-21,666,135344,611.857,1926,4,4.286,2639.87,12.99,11.934,37.566,0.078,0.084,0.98,34479,9372964,182.819,0.673,26697,0.521,0.023,43.6,5495098,3787570,1707528,239657,122637,10.72,7.39,3.33,2392,50
2021-05-22,585,135929,608.286,1931,5,4.429,2651.281,11.41,11.865,37.664,0.098,0.086,1,30444,9403408,183.412,0.594,26219,0.511,0.023,43.1,5536097,3792660,1743437,40999,123849,10.8,7.4,3.4,2416,50
2021-05-23,538,136467,596.714,1934,3,4.429,2661.774,10.494,11.639,37.722,0.059,0.086,1.01,10656,9414064,183.62,0.208,25588,0.499,0.023,42.9,5539242,3792906,1746336,3145,123584,10.8,7.4,3.41,2410,50
2021-05-24,516,136983,595,1938,4,4.857,2671.839,10.065,11.605,37.8,0.078,0.095,1,18845,9432909,183.988,0.368,25916,0.505,0.023,43.6,5715453,3864784,1850669,176211,132840,11.15,7.54,3.61,2591,50
2021-05-25,699,137682,601.571,1940,2,4,2685.473,13.634,11.734,37.839,0.039,0.078,0.98,42720,9475629,184.821,0.833,26291,0.513,0.023,43.7,5887992,3942775,1945217,172539,135522,11.48,7.69,3.79,2643,50
2021-05-26,629,138311,599.143,1943,3,3.857,2697.741,12.269,11.686,37.898,0.059,0.075,0.94,32760,9508389,185.46,0.639,26320,0.513,0.023,43.9,6043663,4030744,2012919,155671,144216,11.79,7.86,3.93,2813,50
2021-05-27,587,138898,602.857,1946,3,3.429,2709.191,11.449,11.759,37.957,0.059,0.067,0.91,34645,9543034,186.136,0.676,29221,0.57,0.021,48.5,6757397,4688520,2068877,713734,214565,13.18,9.14,4.04,4185,50
2021-05-28,533,139431,583.857,1951,5,3.571,2719.587,10.396,11.388,38.054,0.098,0.07,0.89,36550,9579584,186.849,0.713,29517,0.576,0.02,50.6,7367683,5233963,2133720,610286,267512,14.37,10.21,4.16,5218,50
2021-05-29,479,139910,568.714,1957,6,3.714,2728.93,9.343,11.093,38.171,0.117,0.072,0.91,30217,9609801,187.438,0.589,29485,0.575,0.019,51.8,7542308,5399015,2143293,174625,286602,14.71,10.53,4.18,5590,50
2021-05-30,430,140340,553.286,1959,2,3.571,2737.317,8.387,10.792,38.21,0.039,0.07,0.94,11320,9621121,187.659,0.221,29580,0.577,0.019,53.5,7547239,5403854,2143385,4931,286857,14.72,10.54,4.18,5595,50
2021-05-31,459,140799,545.143,1963,4,3.571,2746.27,8.953,10.633,38.288,0.078,0.07,0.99,12084,9633205,187.895,0.236,28614,0.558,0.019,52.5,7962839,5791503,2171336,415600,321055,15.53,11.3,4.24,6262,50
2021-06-01,677,141476,542,1965,2,3.571,2759.474,13.205,10.572,38.327,0.039,0.07,1.04,37585,9670790,188.628,0.733,27880,0.544,0.019,51.4,8556522,6358512,2198010,593683,381219,16.69,12.4,4.29,7436,50
2021-06-02,681,142157,549.429,1968,3,3.571,2772.757,13.283,10.717,38.386,0.059,0.07,1.07,34643,9705433,189.303,0.676,28149,0.549,0.02,51.2,8962721,6741993,2220728,406199,417008,17.48,13.15,4.33,8134,50
2021-06-03,695,142852,564.857,1969,1,3.286,2786.313,13.556,11.017,38.405,0.02,0.064,1.09,37069,9742502,190.026,0.723,28495,0.556,0.02,50.4,9333300,7086292,2247008,370579,367986,18.2,13.82,4.38,7178,50
2021-06-04,744,143596,595,1971,2,2.857,2800.825,14.512,11.605,38.444,0.039,0.056,1.08,34978,9777480,190.709,0.682,28271,0.551,0.021,47.5,9732863,7455726,2277137,399563,337883,18.98,14.54,4.44,6590,50
2021-06-05,556,144152,606,1973,2,2.286,2811.67,10.845,11.82,38.483,0.039,0.045,1.02,31310,9808790,191.319,0.611,28427,0.554,0.021,46.9,9874668,7595072,2279596,141805,333194,19.26,14.81,4.45,6499,50
2021-06-06,485,144637,613.857,1974,1,2.143,2821.129,9.46,11.973,38.503,0.02,0.042,0.98,14442,9823232,191.601,0.282,28873,0.563,0.021,47,9878469,7598787,2279682,3801,333033,19.27,14.82,4.45,6496,50
2021-06-07,454,145091,613.143,1975,1,1.714,2829.985,8.855,11.959,38.522,0.02,0.033,0.95,12539,9835771,191.846,0.245,28938,0.564,0.021,47.2,10755652,8455799,2299853,877183,398973,20.98,16.49,4.49,7782,50
2021-06-08,601,145692,602.286,1977,2,1.714,2841.707,11.722,11.748,38.561,0.039,0.033,0.92,33553,9869324,192.5,0.654,28362,0.553,0.021,47.1,11527605,9202346,2325259,771953,424440,22.48,17.95,4.54,8279,50
2021-06-09,611,146303,592.286,1979,2,1.571,2853.625,11.917,11.552,38.6,0.039,0.031,0.92,44035,9913359,193.359,0.859,29704,0.579,0.02,50.2,12143648,9794163,2349485,616043,454418,23.69,19.1,4.58,8863,50
2021-06-10,556,146859,572.429,1981,2,1.714,2864.469,10.845,11.165,38.639,0.039,0.033,0.91,33176,9946535,194.006,0.647,29148,0.569,0.02,50.9,13201539,10565404,2636135,1057891,552606,25.75,20.61,5.14,10779,50
2021-06-11,563,147422,546.571,1982,1,1.571,2875.451,10.981,10.661,38.659,0.02,0.031,0.9,30776,9977311,194.606,0.6,28547,0.557,0.019,52.2,14261118,11387256,2873862,1059579,646894,27.82,22.21,5.61,12618,50
2021-06-12,452,147874,531.714,1985,3,1.714,2884.267,8.816,10.371,38.717,0.059,0.033,0.89,41024,10018335,195.407,0.8,29935,0.584,0.018,56.3,14794416,11802287,2992129,533298,702821,28.86,23.02,5.84,13708,50
2021-06-13,399,148273,519.429,1988,3,2,2892.049,7.782,10.131,38.776,0.059,0.039,0.89,10055,10028390,195.603,0.196,29308,0.572,0.018,56.4,14834410,11830381,3004029,39994,707992,28.93,23.08,5.86,13809,50
2021-06-14,374,148647,508,1992,4,2.429,2899.344,7.295,9.908,38.854,0.078,0.047,0.89,13683,10042073,195.87,0.267,29472,0.575,0.017,58,15828002,12565269,3262733,993592,724621,30.87,24.51,6.36,14134,50
2021-06-15,544,149191,499.857,1993,1,2.286,2909.955,10.611,9.75,38.873,0.02,0.045,0.89,30733,10072806,196.469,0.599,29069,0.567,0.017,58.2,,,,,662654,,,,12925,50
2021-06-16,540,149731,489.714,1994,1,2.143,2920.487,10.533,9.552,38.893,0.02,0.042,0.9,37814,10110620,197.207,0.738,28180,0.55,0.017,57.5,16504369,13790841,3755040,,622960,32.19,26.9,7.32,12151,50
2021-06-17,507,150238,482.714,1996,2,2.143,2930.376,9.889,9.415,38.932,0.039,0.042,0.91,25897,10136517,197.712,0.505,27140,0.529,0.018,56.2,,,,,523348,,,,10208,50
2021-06-18,482,150720,471.143,1997,1,2.143,2939.778,9.401,9.19,38.951,0.02,0.042,0.91,31694,10168211,198.33,0.618,27271,0.532,0.017,57.9,,,,,423495,,,,8260,50
2021-06-19,429,151149,467.857,2002,5,2.429,2948.145,8.368,9.126,39.049,0.098,0.047,0.93,26222,10194433,198.841,0.511,25157,0.491,0.019,53.8,,,,,398825,,,,7779,50
2021-06-20,357,151506,461.857,2004,2,2.286,2955.109,6.963,9.008,39.088,0.039,0.045,0.95,10139,10204572,199.039,0.198,25169,0.491,0.018,54.5,17946801,15014819,4047846,,444627,35.01,29.29,7.9,8672,50
2021-06-21,395,151901,464.857,2006,2,2,2962.813,7.704,9.067,39.127,0.039,0.039,1,13042,10217614,199.293,0.254,25077,0.489,0.019,53.9,18086202,15039998,4167533,139401,322600,35.28,29.34,8.13,6292,50
2021-06-22,644,152545,479.143,2007,1,2,2975.374,12.561,9.346,39.146,0.02,0.039,1.05,35302,10252916,199.982,0.689,25730,0.502,0.019,53.7,18267181,15098865,4292272,180979,300142,35.63,29.45,8.37,5854,50
2021-06-23,610,153155,489.143,2008,1,2,2987.272,11.898,9.541,39.166,0.02,0.039,,27242,10280158,200.513,0.531,24220,0.472,0.02,49.5,18438254,15150121,4413494,171073,276269,35.96,29.55,8.61,5389,50
2021-06-24,634,153789,507.286,2009,1,1.857,2999.638,12.366,9.895,39.185,0.02,0.036,,37653,10317811,201.248,0.734,25899,0.505,0.02,51.1,18595784,15199919,4521785,157530,247258,36.27,29.65,8.82,4823,50
2021-06-25,668,154457,533.857,2012,3,2.143,3012.667,13.029,10.413,39.244,0.059,0.042,,26546,10344357,201.766,0.518,25164,0.491,,,,,,,,,,,,
2021-06-26,614,155071,560.286,2013,1,1.571,3024.643,11.976,10.928,39.263,0.02,0.031,,,,,,,,,,,,,,,,,,,
